Category,department,Year,MHT_CET_Percentile,Collage_name
OPEN,Civil Engineering,2022,98.08,College of Engineering Pune (COEP)Shivajinagar Pune
OBC,Civil Engineering,2022,97.46,College of Engineering Pune (COEP)Shivajinagar Pune
SC,Civil Engineering,2022,92.55,College of Engineering Pune (COEP)Shivajinagar Pune
ST,Civil Engineering,2022,81.4,College of Engineering Pune (COEP)Shivajinagar Pune
NT,Civil Engineering,2022,97.97,College of Engineering Pune (COEP)Shivajinagar Pune
VJNT,Civil Engineering,2022,92.81,College of Engineering Pune (COEP)Shivajinagar Pune 
EWS,Civil Engineering,2022,97.87,College of Engineering Pune (COEP)Shivajinagar Pune
TFWS,Civil Engineering,2022,98.26,College of Engineering Pune (COEP)Shivajinagar Pune
OPEN,Computer Engineering,2022,99.91,College of Engineering Pune (COEP)Shivajinagar Pune
OBC,Computer Engineering,2022,99.82,College of Engineering Pune (COEP)Shivajinagar Pune
SC,Computer Engineering,2022,99.3,College of Engineering Pune (COEP)Shivajinagar Pune
ST,Computer Engineering,2022,96.49,College of Engineering Pune (COEP)Shivajinagar Pune
NT,Computer Engineering,2022,99.8,College of Engineering Pune (COEP)Shivajinagar Pune
VJNT,Computer Engineering,2022,99.34,College of Engineering Pune (COEP)Shivajinagar Pune
EWS,Computer Engineering,2022,99.77,College of Engineering Pune (COEP)Shivajinagar Pune
TFWS,Computer Engineering,2022,99.91,College of Engineering Pune (COEP)Shivajinagar Pune
OPEN,Electronics and TeleCommunication Engineering,2022,99.7,College of Engineering Pune (COEP)Shivajinagar Pune
OBC,Electronics and TeleCommunication Engineering,2022,99.52,College of Engineering Pune (COEP)Shivajinagar Pune
SC,Electronics and TeleCommunication Engineering,2022,98.34,College of Engineering Pune (COEP)Shivajinagar Pune
ST,Electronics and TeleCommunication Engineering,2022,94.65,College of Engineering Pune (COEP)Shivajinagar Pune
NT,Electronics and TeleCommunication Engineering,2022,99.16,College of Engineering Pune (COEP)Shivajinagar Pune
VJNT,Electronics and TeleCommunication Engineering,2022,98.78,College of Engineering Pune (COEP)Shivajinagar Pune
EWS,Electronics and TeleCommunication Engineering,2022,99.42,College of Engineering Pune (COEP)Shivajinagar Pune
TFWS,Electronics and TeleCommunication Engineering,2022,99.6,College of Engineering Pune (COEP)Shivajinagar Pune
OPEN,Mechanical Engineering,2022,98.85,College of Engineering Pune (COEP)Shivajinagar Pune
OBC,Mechanical Engineering,2022,98.15,College of Engineering Pune (COEP)Shivajinagar Pune
SC,Mechanical Engineering,2022,94.51,College of Engineering Pune (COEP)Shivajinagar Pune
ST,Mechanical Engineering,2022,85.29,College of Engineering Pune (COEP)Shivajinagar Pune
NT,Mechanical Engineering,2022,98.34,College of Engineering Pune (COEP)Shivajinagar Pune
VJNT,Mechanical Engineering,2022,95.33,College of Engineering Pune (COEP)Shivajinagar Pune
EWS,Mechanical Engineering,2022,98.07,College of Engineering Pune (COEP)Shivajinagar Pune
TFWS,Mechanical Engineering,2022,98.62,College of Engineering Pune (COEP)Shivajinagar Pune
OPEN,Civil Engineering,2022,42.3,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
EWS,Civil Engineering,2022,27.5,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
OPEN,Computer Engineering,2022,88.79,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
OBC,Computer Engineering,2022,87.65,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
SC,Computer Engineering,2022,77.08,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
ST,Computer Engineering,2022,45.91,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
NT,Computer Engineering,2022,87.89,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
VJNT,Computer Engineering,2022,67.97,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
EWS,Computer Engineering,2022,89.95,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
TFWS,Computer Engineering,2022,92.47,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
OPEN,Electronics and TeleCommunication Engineering,2022,74.17,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
OBC,Electronics and TeleCommunication Engineering,2022,71.23,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
SC,Electronics and TeleCommunication Engineering,2022,25.79,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
NT,Electronics and TeleCommunication Engineering,2022,66.81,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
VJNT,Electronics and TeleCommunication Engineering,2022,23.48,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
EWS,Electronics and TeleCommunication Engineering,2022,78.28,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
TFWS,Electronics and TeleCommunication Engineering,2022,85.69,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
OPEN,Mechanical Engineering,2022,28.56,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
EWS,Mechanical Engineering,2022,17.83,The Shetkari Shikshan Mandal Sangli's Pd. Vasantdada Patil Institute of Technology Bavdhan Pune. (S. V. No. 33/22 Bavdhan(Khurd) Near Chadani Chwok)
OPEN,Civil Engineering,2022,85.4,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
OPEN,Computer Engineering,2022,79.53,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
OBC,Computer Engineering,2022,78.05,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
SC,Computer Engineering,2022,61.9,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
NT,Computer Engineering,2022,79.28,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
VJNT,Computer Engineering,2022,60.05,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
EWS,Computer Engineering,2022,80.53,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
TFWS,Computer Engineering,2022,86.31,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
OPEN,Information Technology,2022,75.78,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
OBC,Information Technology,2022,74.2,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
SC,Information Technology,2022,51.26,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
NT,Information Technology,2022,72.7,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
VJNT,Information Technology,2022,33.08,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
EWS,Information Technology,2022,78.66,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
TFWS,Information Technology,2022,85.59,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
OPEN,Electronics and TeleCommunication Engineering,2022,62.39,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
OBC,Electronics and TeleCommunication Engineering,2022,58.8,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
SC,Electronics and TeleCommunication Engineering,2022,10.05,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
NT,Electronics and TeleCommunication Engineering,2022,57.21,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
VJNT,Electronics and TeleCommunication Engineering,2022,25.79,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
EWS,Electronics and TeleCommunication Engineering,2022,66.81,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
TFWS,Electronics and TeleCommunication Engineering,2022,74.22,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
OPEN,Mechanical Engineering,2022,7.07,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
EWS,Mechanical Engineering,2022,6.82,Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering Wagholi Pune.- (Gate No. 2181 At Wagholi Tal. Haveli PIN 412102)
OPEN,Civil Engineering,2022,26.9,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
OBC,Civil Engineering,2022,32.8,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
SC,Civil Engineering,2022,8.59,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
NT,Civil Engineering,2022,19.1,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
VJNT,Civil Engineering,2022,12.6,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
EWS,Civil Engineering,2022,48.93,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
TFWS,Civil Engineering,2022,71.12,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
OPEN,Computer Engineering,2022,96.15,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
OBC,Computer Engineering,2022,95.7,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
SC,Computer Engineering,2022,90.42,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
ST,Computer Engineering,2022,70.09,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
NT,Computer Engineering,2022,95.45,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
VJNT,Computer Engineering,2022,87.07,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
EWS,Computer Engineering,2022,95.76,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
TFWS,Computer Engineering,2022,97.67,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
OPEN,Information Technology,2022,94.79,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
OBC,Information Technology,2022,94.44,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
SC,Information Technology,2022,89.03,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
ST,Information Technology,2022,58.81,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
NT,Information Technology,2022,94.41,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
VJNT,Information Technology,2022,88.98,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
EWS,Information Technology,2022,94.95,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
TFWS,Information Technology,2022,96.17,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
OPEN,Electronics and TeleCommunication Engineering,2022,90.33,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
OBC,Electronics and TeleCommunication Engineering,2022,89.03,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
SC,Electronics and TeleCommunication Engineering,2022,80.63,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
NT,Electronics and TeleCommunication Engineering,2022,90.26,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
VJNT,Electronics and TeleCommunication Engineering,2022,79.59,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
EWS,Electronics and TeleCommunication Engineering,2022,91.09,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
TFWS,Electronics and TeleCommunication Engineering,2022,92.2,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
OPEN,Mechanical Engineering,2022,55.89,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
OBC,Mechanical Engineering,2022,41.18,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
SC,Mechanical Engineering,2022,14.78,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
NT,Mechanical Engineering,2022,42.02,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
VJNT,Mechanical Engineering,2022,9.1,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
EWS,Mechanical Engineering,2022,57.44,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
TFWS,Mechanical Engineering,2022,74.36,Jaywant Shikshan Prasarak Mandal'sRajarshi Shahu College of Engineering Tathawade Pune (S. No. 80 Pune-Mumbai Bypass Highway Tathawade Pune  33.) Pune
OPEN,Computer Engineering,2022,94.51,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
OBC,Computer Engineering,2022,93.5,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
SC,Computer Engineering,2022,86.81,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
ST,Computer Engineering,2022,80.87,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
NT,Computer Engineering,2022,93.64,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
VJNT,Computer Engineering,2022,84.03,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
EWS,Computer Engineering,2022,94.7,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
TFWS,Computer Engineering,2022,96.1,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
OPEN,Information Technology,2022,93.17,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
OBC,Information Technology,2022,92.61,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
SC,Information Technology,2022,82.87,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
NT,Information Technology,2022,91.15,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
VJNT,Information Technology,2022,76.99,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
EWS,Information Technology,2022,83.81,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
TFWS,Information Technology,2022,94.79,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
OPEN,Electronics and TeleCommunication Engineering,2022,85.79,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
OBC,Electronics and TeleCommunication Engineering,2022,84.29,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
SC,Electronics and TeleCommunication Engineering,2022,60.73,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
NT,Electronics and TeleCommunication Engineering,2022,85.29,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
VJNT,Electronics and TeleCommunication Engineering,2022,54.52,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
EWS,Electronics and TeleCommunication Engineering,2022,87.41,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
TFWS,Electronics and TeleCommunication Engineering,2022,90.69,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
OPEN,Mechanical Engineering,2022,42.3,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
OBC,Mechanical Engineering,2022,6.28,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
SC,Mechanical Engineering,2022,4.92,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
NT,Mechanical Engineering,2022,36.14,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
EWS,Mechanical Engineering,2022,42.3,Progressive Education Society's Modern College of Engineering Pune - (1186A Shivajinagar Off. J.M. Road)
OPEN,Civil Engineering,2022,14.22,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
OPEN,Computer Engineering,2022,77.6,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
OBC,Computer Engineering,2022,74.97,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
SC,Computer Engineering,2022,57.06,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
NT,Computer Engineering,2022,75.56,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
VJNT,Computer Engineering,2022,64.01,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
EWS,Computer Engineering,2022,75.05,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
TFWS,Computer Engineering,2022,83.14,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
OPEN,Information Technology,2022,73.57,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
OBC,Information Technology,2022,72.7,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
SC,Information Technology,2022,51.67,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
NT,Information Technology,2022,70.93,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
VJNT,Information Technology,2022,51.67,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
EWS,Information Technology,2022,77.08,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
TFWS,Information Technology,2022,82.67,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
OPEN,Electronics and TeleCommunication Engineering,2022,63.77,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
OBC,Electronics and TeleCommunication Engineering,2022,60.62,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
SC,Electronics and TeleCommunication Engineering,2022,59.68,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
NT,Electronics and TeleCommunication Engineering,2022,60.62,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
EWS,Electronics and TeleCommunication Engineering,2022,71.23,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
TFWS,Electronics and TeleCommunication Engineering,2022,76.48,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
OPEN,Mechanical Engineering,2022,5.12,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
EWS,Mechanical Engineering,2022,8.38,Genba Sopanrao Moze College of Engineering Haveli Pune - (S.No : 25/1/3 Balewadi )
OPEN,Computer Engineering,2022,90.52,Jaywantrao Sawant College of Engineering Pune - (Handewadi Road Hadapsar Pune Maharashtra  411028 )
OBC,Computer Engineering,2022,89.5,Jaywantrao Sawant College of Engineering Pune - (Handewadi Road Hadapsar Pune Maharashtra  411028 )
SC,Computer Engineering,2022,71.53,Jaywantrao Sawant College of Engineering Pune - (Handewadi Road Hadapsar Pune Maharashtra  411028 )
ST,Computer Engineering,2022,28.69,Jaywantrao Sawant College of Engineering Pune - (Handewadi Road Hadapsar Pune Maharashtra  411028 )
NT,Computer Engineering,2022,88.02,Jaywantrao Sawant College of Engineering Pune - (Handewadi Road Hadapsar Pune Maharashtra  411028 )
VJNT,Computer Engineering,2022,75.64,Jaywantrao Sawant College of Engineering Pune - (Handewadi Road Hadapsar Pune Maharashtra  411028 )
EWS,Computer Engineering,2022,91.97,Jaywantrao Sawant College of Engineering Pune - (Handewadi Road Hadapsar Pune Maharashtra  411028 )
TFWS,Computer Engineering,2022,93.74,Jaywantrao Sawant College of Engineering Pune - (Handewadi Road Hadapsar Pune Maharashtra  411028 )
OPEN,Information Technology,2022,89.48,Jaywantrao Sawant College of Engineering Pune - (Handewadi Road Hadapsar Pune Maharashtra  411028 )
OBC,Information Technology,2022,88.64,Jaywantrao Sawant College of Engineering Pune - (Handewadi Road Hadapsar Pune Maharashtra  411028 )
SC,Information Technology,2022,77.03,Jaywantrao Sawant College of Engineering Pune - (Handewadi Road Hadapsar Pune Maharashtra  411028 )
ST,Information Technology,2022,34.66,Jaywantrao Sawant College of Engineering Pune - (Handewadi Road Hadapsar Pune Maharashtra  411028 )
NT,Information Technology,2022,86.95,Jaywantrao Sawant College of Engineering Pune - (Handewadi Road Hadapsar Pune Maharashtra  411028 )
