Category,department,Year,MHT_CET_Percentile,Collage_name
OBC,Computer Engineering,2022,97.22,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
SC,Computer Engineering,2022,94.2,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
ST,Computer Engineering,2022,82.4,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
NT,Computer Engineering,2022,97.37,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
VJNT,Computer Engineering,2022,91.76,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
EWS,Computer Engineering,2022,97.36,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
TFWS,Computer Engineering,2022,97.9,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
OPEN,Information Technology,2022,97.13,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
OBC,Information Technology,2022,96.65,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
SC,Information Technology,2022,90.89,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
ST,Information Technology,2022,77.14,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
NT,Information Technology,2022,96.19,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
VJNT,Information Technology,2022,89.27,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
EWS,Information Technology,2022,97.21,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
TFWS,Information Technology,2022,97.57,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
OPEN,Electronics and TeleCommunication Engineering,2022,92.02,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
OBC,Electronics and TeleCommunication Engineering,2022,90.36,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
SC,Electronics and TeleCommunication Engineering,2022,74.51,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
NT,Electronics and TeleCommunication Engineering,2022,90.52,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
VJNT,Electronics and TeleCommunication Engineering,2022,70.86,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
EWS,Electronics and TeleCommunication Engineering,2022,92.83,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
TFWS,Electronics and TeleCommunication Engineering,2022,93.84,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
OPEN,Mechanical Engineering,2022,77.63,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
OBC,Mechanical Engineering,2022,59.52,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
SC,Mechanical Engineering,2022,61.88,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
NT,Mechanical Engineering,2022,68.57,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
VJNT,Mechanical Engineering,2022,70.86,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
EWS,Mechanical Engineering,2022,72.89,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
TFWS,Mechanical Engineering,2022,85.04,Pune Vidyarthi Griha's College of Engineering and Technology Pune.- (44 Vidya Nagari Shivdarshan Parvati Pune  411009)
OPEN,Computer Engineering,2022,98.29,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
OBC,Computer Engineering,2022,97.43,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
SC,Computer Engineering,2022,93.35,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
ST,Computer Engineering,2022,67.71,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
NT,Computer Engineering,2022,97.51,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
VJNT,Computer Engineering,2022,93.13,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
EWS,Computer Engineering,2022,98.14,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
OPEN,Information Technology,2022,97.86,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
OBC,Information Technology,2022,97.21,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
SC,Information Technology,2022,91.82,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
ST,Information Technology,2022,60.73,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
NT,Information Technology,2022,96.75,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
VJNT,Information Technology,2022,92.81,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
EWS,Information Technology,2022,97.76,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
OPEN,Electronics and TeleCommunication Engineering,2022,95.95,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
OBC,Electronics and TeleCommunication Engineering,2022,94.44,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
SC,Electronics and TeleCommunication Engineering,2022,85.63,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
NT,Electronics and TeleCommunication Engineering,2022,93.7,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
VJNT,Electronics and TeleCommunication Engineering,2022,78.35,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
EWS,Electronics and TeleCommunication Engineering,2022,82.68,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
OPEN,Mechanical Engineering,2022,90.02,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
OBC,Mechanical Engineering,2022,86.36,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
SC,Mechanical Engineering,2022,69.52,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
NT,Mechanical Engineering,2022,86.36,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
VJNT,Mechanical Engineering,2022,84.03,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
EWS,Mechanical Engineering,2022,82.19,MKSSS's Cummins College of Engineering for Women Karvenagar Pune Female(Karvenagar Pune  411052)
OPEN,Civil Engineering,2022,57.69,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
OBC,Civil Engineering,2022,7.78,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
SC,Civil Engineering,2022,32.49,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
ST,Civil Engineering,2022,44.74,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
NT,Civil Engineering,2022,22.25,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
EWS,Civil Engineering,2022,43.31,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
TFWS,Civil Engineering,2022,74.74,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
OPEN,Computer Engineering,2022,95.95,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
OBC,Computer Engineering,2022,95.11,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
SC,Computer Engineering,2022,89.08,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
ST,Computer Engineering,2022,66.44,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
NT,Computer Engineering,2022,95.73,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
VJNT,Computer Engineering,2022,91.58,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
EWS,Computer Engineering,2022,96.19,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
TFWS,Computer Engineering,2022,96.95,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
OPEN,Electronics and TeleCommunication Engineering,2022,91.32,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
OBC,Electronics and TeleCommunication Engineering,2022,89.38,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
SC,Electronics and TeleCommunication Engineering,2022,79.28,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
NT,Electronics and TeleCommunication Engineering,2022,87.25,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
VJNT,Electronics and TeleCommunication Engineering,2022,71.97,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
EWS,Electronics and TeleCommunication Engineering,2022,91.58,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
TFWS,Electronics and TeleCommunication Engineering,2022,93.95,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
OPEN,Mechanical Engineering,2022,69.38,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
OBC,Mechanical Engineering,2022,41.91,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
SC,Mechanical Engineering,2022,29.23,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
NT,Mechanical Engineering,2022,63.71,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
VJNT,Mechanical Engineering,2022,5.39,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
EWS,Mechanical Engineering,2022,72.57,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
TFWS,Mechanical Engineering,2022,78.48,All India Shri Shivaji Memorial Society's College of Engineering Pune. (Kennedy Road Near R.T.O Havelim Pune-01)
OPEN,Computer Engineering,2022,92.93,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
OBC,Computer Engineering,2022,91.57,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
SC,Computer Engineering,2022,83.47,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
ST,Computer Engineering,2022,41.18,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
NT,Computer Engineering,2022,89.91,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
VJNT,Computer Engineering,2022,75.48,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
EWS,Computer Engineering,2022,93.08,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
TFWS,Computer Engineering,2022,94.81,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
OPEN,Electronics and TeleCommunication Engineering,2022,82.93,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
OBC,Electronics and TeleCommunication Engineering,2022,79.47,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
SC,Electronics and TeleCommunication Engineering,2022,57.69,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
NT,Electronics and TeleCommunication Engineering,2022,81.41,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
VJNT,Electronics and TeleCommunication Engineering,2022,52.44,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
EWS,Electronics and TeleCommunication Engineering,2022,84.86,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
TFWS,Electronics and TeleCommunication Engineering,2022,89.52,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
OPEN,Mechanical Engineering,2022,32.1,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
OBC,Mechanical Engineering,2022,6.95,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
NT,Mechanical Engineering,2022,30.01,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
EWS,Mechanical Engineering,2022,31.5,Modern Education Society's College of Engineering Pune. (Wadia College Campus 19 Late Prin. V. K. Jog Path Pune 411001)
OPEN,Computer Engineering,2022,95.38,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
OBC,Computer Engineering,2022,95.04,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
SC,Computer Engineering,2022,89.74,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
ST,Computer Engineering,2022,65.59,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
NT,Computer Engineering,2022,94.9,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
VJNT,Computer Engineering,2022,91.9,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
EWS,Computer Engineering,2022,95.37,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
TFWS,Computer Engineering,2022,96.67,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
OPEN,Information Technology,2022,94.95,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
OBC,Information Technology,2022,94.65,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
SC,Information Technology,2022,90.89,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
ST,Information Technology,2022,48.14,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
NT,Information Technology,2022,94.33,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
VJNT,Information Technology,2022,90.8,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
EWS,Information Technology,2022,94.81,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
TFWS,Information Technology,2022,96.38,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
OPEN,Electronics and TeleCommunication Engineering,2022,89.62,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
OBC,Electronics and TeleCommunication Engineering,2022,88.59,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
SC,Electronics and TeleCommunication Engineering,2022,80.53,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
NT,Electronics and TeleCommunication Engineering,2022,88.02,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
VJNT,Electronics and TeleCommunication Engineering,2022,80.97,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
EWS,Electronics and TeleCommunication Engineering,2022,89.62,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
TFWS,Electronics and TeleCommunication Engineering,2022,92.21,All India Shri Shivaji Memorial Society's Institute of Information Technology Pune. (Kennedy Road Near R.T.O Havelim Pune-411001)
OPEN,Civil Engineering,2022,36.16,Vidya Prathisthan Baramati
SC,Civil Engineering,2022,19.84,Vidya Prathisthan Baramati
NT,Civil Engineering,2022,30.56,Vidya Prathisthan Baramati
EWS,Civil Engineering,2022,47.84,Vidya Prathisthan Baramati
TFWS,Civil Engineering,2022,61.66,Vidya Prathisthan Baramati
OPEN,Computer Engineering,2022,91.47,Vidya Prathisthan Baramati
OBC,Computer Engineering,2022,89.88,Vidya Prathisthan Baramati
SC,Computer Engineering,2022,88.53,Vidya Prathisthan Baramati
NT,Computer Engineering,2022,90.55,Vidya Prathisthan Baramati
EWS,Computer Engineering,2022,92.9,Vidya Prathisthan Baramati
TFWS,Computer Engineering,2022,94.08,Vidya Prathisthan Baramati
OPEN,Information Technology,2022,89.23,Vidya Prathisthan Baramati
OBC,Information Technology,2022,87.54,Vidya Prathisthan Baramati
SC,Information Technology,2022,71.76,Vidya Prathisthan Baramati
NT,Information Technology,2022,87.79,Vidya Prathisthan Baramati
VJNT,Information Technology,2022,61.46,Vidya Prathisthan Baramati
EWS,Information Technology,2022,91.88,Vidya Prathisthan Baramati
TFWS,Information Technology,2022,93.13,Vidya Prathisthan Baramati
OPEN,Electronics and TeleCommunication Engineering,2022,77.66,Vidya Prathisthan Baramati
OBC,Electronics and TeleCommunication Engineering,2022,72.7,Vidya Prathisthan Baramati
SC,Electronics and TeleCommunication Engineering,2022,30.01,Vidya Prathisthan Baramati
NT,Electronics and TeleCommunication Engineering,2022,76.69,Vidya Prathisthan Baramati
EWS,Electronics and TeleCommunication Engineering,2022,83.4,Vidya Prathisthan Baramati
TFWS,Electronics and TeleCommunication Engineering,2022,86.36,Vidya Prathisthan Baramati
OPEN,Mechanical Engineering,2022,57.71,Vidya Prathisthan Baramati
OBC,Mechanical Engineering,2022,28.16,Vidya Prathisthan Baramati
SC,Mechanical Engineering,2022,28.94,Vidya Prathisthan Baramati
NT,Mechanical Engineering,2022,51.67,Vidya Prathisthan Baramati
VJNT,Mechanical Engineering,2022,20.82,Vidya Prathisthan Baramati
EWS,Mechanical Engineering,2022,54.16,Vidya Prathisthan Baramati
TFWS,Mechanical Engineering,2022,76.56,Vidya Prathisthan Baramati
OPEN,Computer Engineering,2022,92.61,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
OBC,Computer Engineering,2022,91.47,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
SC,Computer Engineering,2022,84.15,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
ST,Computer Engineering,2022,28.46,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
NT,Computer Engineering,2022,91.83,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
VJNT,Computer Engineering,2022,86.91,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
EWS,Computer Engineering,2022,92.62,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
OPEN,Information Technology,2022,90.52,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
OBC,Information Technology,2022,89.54,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
SC,Information Technology,2022,74.11,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
ST,Information Technology,2022,47.84,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
NT,Information Technology,2022,86.95,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
VJNT,Information Technology,2022,85.63,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
EWS,Information Technology,2022,91.89,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
OPEN,Electronics and TeleCommunication Engineering,2022,76.66,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
OBC,Electronics and TeleCommunication Engineering,2022,71.64,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
SC,Electronics and TeleCommunication Engineering,2022,25.79,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
NT,Electronics and TeleCommunication Engineering,2022,78.34,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
VJNT,Electronics and TeleCommunication Engineering,2022,78.34,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
EWS,Electronics and TeleCommunication Engineering,2022,82.38,Bharati Vidyapeeth's College of Engineering for Women Katraj Dhankawadi Pune.
OPEN,Civil Engineering,2022,80.63,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
OBC,Civil Engineering,2022,75.84,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
SC,Civil Engineering,2022,68.57,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
ST,Civil Engineering,2022,20.82,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
NT,Civil Engineering,2022,77.6,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
VJNT,Civil Engineering,2022,75.48,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
EWS,Civil Engineering,2022,81.42,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
TFWS,Civil Engineering,2022,90.8,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
OPEN,Computer Engineering,2022,97.98,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
OBC,Computer Engineering,2022,97.8,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
SC,Computer Engineering,2022,94.64,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
ST,Computer Engineering,2022,80.63,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
NT,Computer Engineering,2022,97.47,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
VJNT,Computer Engineering,2022,95.8,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
EWS,Computer Engineering,2022,97.93,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
TFWS,Computer Engineering,2022,98.46,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
OPEN,Information Technology,2022,97.51,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
OBC,Information Technology,2022,97.31,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
SC,Information Technology,2022,93.82,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
ST,Information Technology,2022,74.51,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
NT,Information Technology,2022,97.23,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
VJNT,Information Technology,2022,94.91,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
TFWS,Information Technology,2022,98.04,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
OPEN,Electronics and TeleCommunication Engineering,2022,95.08,B.R.A.C.T's Vishwakarma Institute of Information Technology Kondhwa (Bk.) Pune (Survey No.2/3/4 Kondhwa (Bk.) Pune  48)
